region,type_etablissement,filiere,niveau_etude,moyenne_semestre_1,moyenne_semestre_2,taux_absence,modules_non_valides,participation,bourse,distance_logement_km,acces_internet,activite_professionnelle,historique_redoublement,situation_academique,decrochage
Marrakech-Safi,UNIVERSITE_PUBLIQUE,LETTRES,L2,8.74,8.21,25.5,1,ELEVEE,OUI,18.7,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,ECOLE_INGENIEUR,INGENIERIE,L1,14.72,14.29,15.3,1,MOYENNE,NON,28.3,NON,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,FACULTE,INFORMATIQUE,M2,10.6,11.6,21.2,3,FAIBLE,NON,10.9,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,DROIT,M1,13.97,14.31,21.0,6,FAIBLE,OUI,2.8,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,LETTRES,L1,14.45,13.54,37.8,4,FAIBLE,NON,3.6,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,LETTRES,L3,16.74,16.19,18.4,6,MOYENNE,NON,5.0,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,IUT,MEDECINE,M1,8.25,12.08,16.1,2,MOYENNE,OUI,4.8,NON,OUI,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INGENIERIE,M2,8.88,7.66,23.5,3,MOYENNE,NON,40.4,OUI,NON,NON,REORIENTATION,1
Oriental,IUT,MEDECINE,M2,12.27,10.39,41.0,6,ELEVEE,NON,18.7,NON,NON,OUI,NORMALE,1
Marrakech-Safi,IUT,ECONOMIE,L1,8.46,9.77,9.6,5,FAIBLE,OUI,4.5,NON,NON,OUI,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,INGENIERIE,M2,7.16,7.5,23.8,1,ELEVEE,NON,13.8,OUI,NON,NON,NORMALE,0
Oriental,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,11.29,13.21,17.8,4,MOYENNE,OUI,15.5,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,DROIT,L1,12.74,15.3,18.6,3,ELEVEE,NON,13.8,OUI,NON,OUI,NORMALE,0
Souss-Massa,FACULTE,MEDECINE,L1,10.76,8.92,57.9,0,FAIBLE,OUI,2.6,NON,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,LETTRES,L1,14.27,16.59,16.5,4,ELEVEE,OUI,1.0,OUI,OUI,NON,REDOUBLEMENT,0
Laâyoune-Sakia El Hamra,FACULTE,SCIENCES,L3,9.32,7.85,0.6,6,MOYENNE,NON,0.7,OUI,NON,NON,REDOUBLEMENT,1
Dakhla-Oued Ed-Dahab,IUT,DROIT,L2,14.47,12.61,28.7,5,MOYENNE,OUI,2.0,NON,NON,NON,NORMALE,0
Guelmim-Oued Noun,IUT,MEDECINE,M2,7.6,6.55,22.1,3,FAIBLE,NON,5.6,NON,NON,OUI,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,DROIT,M2,9.65,12.49,40.4,2,ELEVEE,NON,5.0,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,FACULTE,INFORMATIQUE,M1,9.7,8.96,55.8,1,ELEVEE,NON,0.3,OUI,OUI,NON,REDOUBLEMENT,1
Casablanca-Settat,UNIVERSITE_PRIVEE,MEDECINE,L1,12.22,10.4,14.6,1,FAIBLE,NON,0.9,OUI,NON,OUI,NORMALE,0
Fès-Meknès,ECOLE_INGENIEUR,SCIENCES,L1,16.98,16.4,21.8,3,MOYENNE,NON,0.2,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,MEDECINE,L2,10.8,12.16,9.4,2,MOYENNE,NON,6.6,NON,NON,OUI,DIFFICULTE,0
Souss-Massa,FACULTE,ECONOMIE,L3,13.72,15.35,17.1,4,ELEVEE,OUI,16.3,OUI,OUI,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,FACULTE,SCIENCES,M1,7.43,3.7,3.2,6,MOYENNE,NON,1.1,NON,NON,NON,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,SCIENCES,M1,14.6,14.57,8.1,1,ELEVEE,OUI,9.4,OUI,OUI,NON,NORMALE,0
Oriental,IUT,INGENIERIE,M1,12.37,13.83,28.1,2,MOYENNE,NON,23.8,OUI,NON,NON,REDOUBLEMENT,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,ECONOMIE,L2,19.67,20.0,1.5,0,FAIBLE,NON,18.4,OUI,OUI,NON,REDOUBLEMENT,0
Tanger-Tétouan-Al Hoceïma,FACULTE,INGENIERIE,L1,8.26,7.4,25.5,1,FAIBLE,NON,15.5,OUI,NON,NON,REDOUBLEMENT,1
Marrakech-Safi,FACULTE,INGENIERIE,M2,13.09,13.05,1.9,5,MOYENNE,NON,0.8,OUI,NON,NON,DIFFICULTE,0
Oriental,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L1,6.79,9.85,25.2,5,MOYENNE,NON,15.0,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,ECONOMIE,M1,12.92,11.91,21.3,4,ELEVEE,NON,9.8,OUI,NON,OUI,DIFFICULTE,0
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,ECONOMIE,L3,9.43,4.11,15.3,7,MOYENNE,NON,1.1,OUI,NON,NON,REORIENTATION,1
Fès-Meknès,ECOLE_INGENIEUR,ECONOMIE,M1,9.06,8.29,7.2,6,MOYENNE,NON,10.9,NON,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,FACULTE,ECONOMIE,M2,9.0,7.5,13.8,1,FAIBLE,OUI,13.9,OUI,NON,OUI,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,2.79,2.15,3.1,1,ELEVEE,OUI,2.1,OUI,OUI,OUI,REDOUBLEMENT,1
Fès-Meknès,UNIVERSITE_PRIVEE,SCIENCES,M2,10.05,6.52,10.1,0,FAIBLE,NON,6.1,NON,OUI,NON,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,DROIT,M2,10.47,12.21,36.0,3,ELEVEE,NON,3.0,OUI,NON,NON,DIFFICULTE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,8.61,10.29,8.6,1,MOYENNE,NON,28.6,OUI,NON,NON,REDOUBLEMENT,1
Fès-Meknès,UNIVERSITE_PRIVEE,ECONOMIE,L2,9.73,8.87,12.8,7,MOYENNE,OUI,18.6,OUI,NON,OUI,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,LETTRES,M1,11.6,12.58,19.6,1,MOYENNE,OUI,5.9,OUI,NON,NON,NORMALE,0
Marrakech-Safi,ECOLE_INGENIEUR,SCIENCES,L1,11.66,10.96,15.9,1,MOYENNE,NON,18.5,NON,NON,NON,NORMALE,0
Souss-Massa,FACULTE,LETTRES,M1,15.28,14.47,12.7,4,MOYENNE,OUI,32.3,OUI,NON,OUI,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,DROIT,L1,12.82,12.35,21.2,0,MOYENNE,NON,32.9,OUI,NON,NON,NORMALE,0
Oriental,UNIVERSITE_PRIVEE,SCIENCES,L3,8.3,7.72,12.9,7,MOYENNE,NON,4.7,OUI,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,SCIENCES,L1,8.44,7.51,18.0,2,MOYENNE,OUI,3.9,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,ECONOMIE,M1,16.32,18.66,15.7,1,FAIBLE,NON,2.7,OUI,NON,NON,REDOUBLEMENT,0
Tanger-Tétouan-Al Hoceïma,FACULTE,DROIT,M2,14.41,14.63,21.8,6,FAIBLE,NON,27.1,OUI,OUI,OUI,DIFFICULTE,0
Laâyoune-Sakia El Hamra,IUT,INGENIERIE,L2,13.18,12.09,16.0,1,ELEVEE,NON,31.4,NON,NON,NON,NORMALE,0
Casablanca-Settat,ECOLE_INGENIEUR,INFORMATIQUE,L3,4.99,5.22,23.0,7,MOYENNE,NON,3.0,NON,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,MEDECINE,M1,11.49,12.9,47.7,7,MOYENNE,OUI,16.5,OUI,OUI,OUI,NORMALE,1
Rabat-Salé-Kénitra,FACULTE,LETTRES,L3,12.55,12.98,11.6,1,MOYENNE,OUI,12.3,OUI,NON,NON,REORIENTATION,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,MEDECINE,L2,8.74,8.2,67.2,2,ELEVEE,NON,7.2,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,INGENIERIE,L3,13.46,15.6,9.6,3,ELEVEE,NON,10.4,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,ECOLE_INGENIEUR,ECONOMIE,L2,13.63,15.96,29.9,2,FAIBLE,OUI,0.5,OUI,NON,OUI,REORIENTATION,0
Tanger-Tétouan-Al Hoceïma,FACULTE,MEDECINE,M2,13.27,10.6,14.9,0,FAIBLE,NON,7.5,OUI,OUI,NON,NORMALE,0
Drâa-Tafilalet,IUT,DROIT,L2,13.89,15.08,29.9,2,MOYENNE,NON,15.4,OUI,NON,NON,NORMALE,0
Casablanca-Settat,ECOLE_INGENIEUR,LETTRES,M1,11.51,13.98,26.4,4,ELEVEE,NON,4.7,NON,OUI,OUI,REORIENTATION,1
Laâyoune-Sakia El Hamra,FACULTE,INFORMATIQUE,L2,10.49,12.42,10.8,1,MOYENNE,OUI,35.7,OUI,OUI,OUI,REDOUBLEMENT,0
Oriental,UNIVERSITE_PUBLIQUE,MEDECINE,M1,10.75,8.97,16.1,0,MOYENNE,NON,5.9,NON,NON,NON,REORIENTATION,0
Casablanca-Settat,UNIVERSITE_PRIVEE,INGENIERIE,L1,15.74,12.01,23.5,4,MOYENNE,OUI,7.5,OUI,NON,NON,REORIENTATION,0
Casablanca-Settat,IUT,MEDECINE,L2,17.96,18.86,34.8,2,MOYENNE,NON,11.5,OUI,NON,NON,REORIENTATION,0
Rabat-Salé-Kénitra,FACULTE,SCIENCES,L1,15.34,14.78,32.4,7,MOYENNE,NON,8.4,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,IUT,MEDECINE,L1,10.03,8.95,18.0,6,MOYENNE,OUI,21.1,OUI,NON,NON,REORIENTATION,1
Fès-Meknès,ECOLE_INGENIEUR,SCIENCES,L3,11.93,11.03,5.7,4,ELEVEE,OUI,0.8,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,FACULTE,ECONOMIE,L3,6.6,6.33,32.2,4,MOYENNE,NON,7.8,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,14.48,14.87,29.4,7,FAIBLE,NON,4.5,OUI,OUI,OUI,NORMALE,1
Oriental,IUT,DROIT,M1,11.76,10.87,24.7,3,MOYENNE,OUI,5.8,OUI,OUI,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,FACULTE,SCIENCES,L3,14.1,13.48,14.2,5,FAIBLE,OUI,4.3,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,IUT,MEDECINE,L1,12.67,15.42,32.9,3,MOYENNE,NON,23.2,NON,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,IUT,INFORMATIQUE,L1,10.48,10.91,8.5,7,ELEVEE,NON,23.3,NON,NON,NON,NORMALE,1
Souss-Massa,FACULTE,SCIENCES,M2,10.65,9.95,30.8,2,MOYENNE,NON,13.4,OUI,NON,NON,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,SCIENCES,L2,10.63,7.43,11.7,5,MOYENNE,OUI,21.7,OUI,NON,NON,REORIENTATION,1
Souss-Massa,IUT,ECONOMIE,L3,15.98,17.29,16.6,3,MOYENNE,OUI,9.5,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,SCIENCES,L1,7.48,8.46,4.6,2,MOYENNE,OUI,3.1,OUI,NON,NON,REDOUBLEMENT,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,MEDECINE,L1,4.19,3.18,10.0,1,MOYENNE,OUI,2.4,NON,NON,NON,REDOUBLEMENT,1
Drâa-Tafilalet,FACULTE,DROIT,L1,11.0,12.67,10.2,0,FAIBLE,OUI,1.0,OUI,NON,NON,NORMALE,0
Oriental,ECOLE_INGENIEUR,LETTRES,M2,16.48,16.55,10.2,6,FAIBLE,NON,18.8,OUI,OUI,NON,NORMALE,1
Béni Mellal-Khénifra,IUT,ECONOMIE,L1,11.54,13.38,5.9,3,MOYENNE,NON,52.1,OUI,NON,OUI,NORMALE,0
Rabat-Salé-Kénitra,FACULTE,ECONOMIE,L1,13.59,14.01,18.6,0,MOYENNE,NON,9.8,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,ECONOMIE,L1,10.95,8.86,23.8,7,MOYENNE,NON,1.7,OUI,NON,OUI,NORMALE,0
Souss-Massa,UNIVERSITE_PUBLIQUE,DROIT,M1,8.75,4.98,7.7,6,FAIBLE,OUI,0.4,OUI,OUI,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,ECONOMIE,L1,12.39,11.1,10.7,5,ELEVEE,NON,20.4,OUI,OUI,NON,NORMALE,1
Souss-Massa,FACULTE,LETTRES,L2,7.63,7.9,19.5,5,MOYENNE,NON,17.4,OUI,NON,NON,DIFFICULTE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,8.89,8.39,2.8,5,ELEVEE,OUI,8.9,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,DROIT,M1,8.66,7.79,16.0,5,FAIBLE,OUI,5.5,OUI,NON,NON,REORIENTATION,1
Oriental,UNIVERSITE_PUBLIQUE,INFORMATIQUE,M2,17.82,17.94,25.4,2,MOYENNE,NON,13.1,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,INGENIERIE,L1,16.18,17.6,23.2,3,ELEVEE,OUI,1.7,NON,NON,OUI,NORMALE,0
Guelmim-Oued Noun,FACULTE,LETTRES,L3,11.59,11.89,2.9,1,FAIBLE,OUI,11.6,OUI,NON,NON,REORIENTATION,1
Marrakech-Safi,ECOLE_INGENIEUR,INGENIERIE,L2,15.95,13.43,48.8,4,FAIBLE,NON,7.1,OUI,OUI,OUI,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INGENIERIE,L3,14.43,13.42,4.5,4,MOYENNE,NON,16.8,NON,OUI,NON,NORMALE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,10.77,11.59,31.4,5,MOYENNE,OUI,8.7,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,SCIENCES,M1,14.1,13.51,8.6,7,MOYENNE,NON,3.2,OUI,OUI,NON,NORMALE,0
Casablanca-Settat,IUT,INFORMATIQUE,M1,12.19,12.15,9.4,3,FAIBLE,NON,39.7,OUI,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,LETTRES,M1,10.72,12.23,15.5,2,ELEVEE,NON,26.4,OUI,NON,NON,NORMALE,0
Marrakech-Safi,UNIVERSITE_PUBLIQUE,LETTRES,L2,8.6,6.95,16.6,7,ELEVEE,OUI,14.1,NON,NON,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,INGENIERIE,L1,14.04,14.58,37.5,7,FAIBLE,OUI,15.6,OUI,NON,OUI,REORIENTATION,1
Souss-Massa,IUT,INFORMATIQUE,L2,7.66,6.91,26.0,7,ELEVEE,OUI,1.8,OUI,NON,NON,NORMALE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,13.28,11.99,28.1,6,MOYENNE,OUI,10.3,NON,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,IUT,INGENIERIE,M2,7.74,7.8,23.9,3,FAIBLE,OUI,1.6,OUI,NON,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,IUT,ECONOMIE,L1,9.61,8.46,7.5,6,ELEVEE,NON,6.4,OUI,OUI,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,ECONOMIE,L2,15.46,17.78,7.2,3,MOYENNE,OUI,10.7,OUI,OUI,OUI,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,L1,13.41,12.09,7.9,3,ELEVEE,NON,0.5,OUI,OUI,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,DROIT,L1,9.4,7.82,23.2,3,MOYENNE,NON,0.3,OUI,NON,NON,DIFFICULTE,0
Souss-Massa,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,14.34,13.25,20.8,2,FAIBLE,OUI,11.7,OUI,NON,OUI,DIFFICULTE,0
Souss-Massa,UNIVERSITE_PUBLIQUE,MEDECINE,M2,4.38,6.04,6.5,0,FAIBLE,NON,8.9,OUI,NON,OUI,NORMALE,1
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L2,11.62,12.5,13.1,6,FAIBLE,NON,62.1,NON,OUI,NON,REDOUBLEMENT,1
Drâa-Tafilalet,FACULTE,LETTRES,L1,13.85,15.15,5.6,1,FAIBLE,NON,1.7,OUI,NON,NON,REDOUBLEMENT,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,LETTRES,L3,13.97,16.71,32.0,3,FAIBLE,NON,33.0,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,SCIENCES,L2,11.5,9.98,10.7,5,MOYENNE,NON,7.3,NON,NON,NON,DIFFICULTE,0
Fès-Meknès,UNIVERSITE_PUBLIQUE,MEDECINE,L1,12.28,11.0,28.4,7,FAIBLE,OUI,20.2,OUI,NON,OUI,REDOUBLEMENT,1
Marrakech-Safi,ECOLE_INGENIEUR,DROIT,L3,14.56,16.08,19.1,0,MOYENNE,NON,1.7,OUI,OUI,NON,DIFFICULTE,0
Tanger-Tétouan-Al Hoceïma,IUT,ECONOMIE,L2,9.92,10.61,4.9,4,FAIBLE,NON,15.0,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,FACULTE,INGENIERIE,L1,9.55,11.88,12.4,4,FAIBLE,OUI,7.1,OUI,NON,NON,NORMALE,0
Casablanca-Settat,IUT,INFORMATIQUE,L2,17.91,16.5,42.4,3,ELEVEE,NON,10.3,OUI,OUI,NON,NORMALE,0
Oriental,UNIVERSITE_PRIVEE,MEDECINE,L2,12.36,13.25,32.0,4,MOYENNE,OUI,0.4,OUI,NON,NON,REDOUBLEMENT,1
Rabat-Salé-Kénitra,IUT,INGENIERIE,L2,11.2,11.06,23.1,7,FAIBLE,NON,2.3,OUI,NON,NON,REORIENTATION,1
Fès-Meknès,IUT,INGENIERIE,L2,8.71,12.34,26.5,6,MOYENNE,OUI,11.4,OUI,OUI,NON,DIFFICULTE,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,L2,10.96,9.12,9.8,7,FAIBLE,NON,15.9,OUI,NON,OUI,DIFFICULTE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,DROIT,L2,9.59,10.71,10.8,3,MOYENNE,OUI,12.9,NON,OUI,OUI,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,10.17,12.58,26.0,4,ELEVEE,NON,14.2,OUI,OUI,NON,REDOUBLEMENT,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INGENIERIE,M2,12.57,14.98,25.0,7,ELEVEE,OUI,4.3,NON,NON,OUI,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,LETTRES,M1,8.88,8.27,44.4,5,MOYENNE,OUI,8.2,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,IUT,MEDECINE,M1,9.51,10.52,8.3,4,MOYENNE,OUI,17.4,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,INFORMATIQUE,L1,8.05,8.12,7.9,4,MOYENNE,OUI,9.7,OUI,NON,OUI,NORMALE,1
Souss-Massa,FACULTE,INFORMATIQUE,L1,13.16,12.54,20.3,3,MOYENNE,NON,3.1,NON,OUI,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,MEDECINE,L2,16.2,17.82,19.9,6,ELEVEE,OUI,74.9,NON,NON,NON,REORIENTATION,0
Dakhla-Oued Ed-Dahab,IUT,MEDECINE,L3,12.36,13.23,20.2,7,MOYENNE,NON,73.0,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,UNIVERSITE_PRIVEE,ECONOMIE,M1,11.61,13.39,52.5,3,FAIBLE,OUI,7.2,OUI,OUI,NON,REORIENTATION,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,DROIT,L2,12.78,14.73,27.3,1,ELEVEE,NON,4.3,OUI,OUI,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,SCIENCES,M1,10.74,8.86,26.4,4,FAIBLE,NON,8.4,OUI,NON,NON,DIFFICULTE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,MEDECINE,L2,14.97,14.83,13.0,0,MOYENNE,NON,9.2,OUI,NON,NON,REORIENTATION,0
Laâyoune-Sakia El Hamra,FACULTE,INFORMATIQUE,M1,6.77,5.85,12.9,6,MOYENNE,OUI,40.0,OUI,NON,NON,DIFFICULTE,1
Marrakech-Safi,UNIVERSITE_PUBLIQUE,MEDECINE,L1,2.62,2.91,11.5,1,FAIBLE,NON,36.2,OUI,NON,NON,DIFFICULTE,1
Marrakech-Safi,IUT,LETTRES,L2,13.22,15.19,43.5,0,FAIBLE,NON,17.6,OUI,NON,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,LETTRES,L3,10.94,12.16,2.4,4,MOYENNE,NON,16.5,NON,NON,OUI,DIFFICULTE,0
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,11.35,9.51,3.3,7,FAIBLE,OUI,2.5,NON,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,DROIT,M2,7.48,8.37,13.2,2,MOYENNE,NON,16.7,OUI,OUI,NON,REORIENTATION,1
Marrakech-Safi,IUT,INGENIERIE,L2,10.13,13.24,9.8,4,ELEVEE,OUI,6.0,OUI,NON,NON,REDOUBLEMENT,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,DROIT,L1,16.74,17.63,13.3,1,ELEVEE,NON,15.6,OUI,OUI,NON,DIFFICULTE,0
Drâa-Tafilalet,IUT,LETTRES,M1,10.63,12.76,10.4,6,MOYENNE,NON,6.7,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,UNIVERSITE_PRIVEE,INFORMATIQUE,L2,14.28,16.86,16.4,3,FAIBLE,NON,4.5,OUI,NON,OUI,DIFFICULTE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,LETTRES,M2,10.18,8.23,44.5,4,ELEVEE,OUI,8.4,OUI,NON,NON,DIFFICULTE,1
Oriental,UNIVERSITE_PUBLIQUE,INGENIERIE,L2,12.5,11.09,9.5,4,ELEVEE,OUI,1.8,NON,NON,OUI,NORMALE,0
Drâa-Tafilalet,IUT,LETTRES,L2,11.89,10.85,9.1,0,FAIBLE,NON,62.7,OUI,OUI,NON,NORMALE,0
Marrakech-Safi,ECOLE_INGENIEUR,LETTRES,M1,12.67,11.95,34.6,0,MOYENNE,NON,40.2,NON,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,SCIENCES,L2,12.58,11.58,36.0,0,MOYENNE,NON,27.2,OUI,OUI,OUI,NORMALE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,DROIT,L2,14.45,14.93,31.3,1,MOYENNE,NON,2.1,OUI,NON,NON,NORMALE,0
Casablanca-Settat,ECOLE_INGENIEUR,SCIENCES,L3,11.77,11.05,28.2,2,MOYENNE,OUI,14.1,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,FACULTE,MEDECINE,L1,9.29,10.73,8.7,0,FAIBLE,OUI,7.0,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,DROIT,L2,4.28,7.27,9.5,6,MOYENNE,NON,2.7,NON,NON,NON,DIFFICULTE,0
Fès-Meknès,UNIVERSITE_PUBLIQUE,SCIENCES,L2,10.89,13.68,6.6,6,ELEVEE,OUI,7.5,OUI,OUI,OUI,DIFFICULTE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,DROIT,L1,9.04,7.59,30.3,1,ELEVEE,NON,8.0,OUI,NON,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,ECONOMIE,M1,15.47,14.19,54.0,1,MOYENNE,OUI,1.7,NON,NON,NON,REDOUBLEMENT,0
Casablanca-Settat,UNIVERSITE_PRIVEE,LETTRES,M2,13.55,14.04,6.1,7,FAIBLE,OUI,1.0,OUI,NON,NON,NORMALE,0
Marrakech-Safi,ECOLE_INGENIEUR,MEDECINE,L1,7.27,7.0,5.3,1,MOYENNE,NON,69.2,NON,NON,NON,REORIENTATION,1
Fès-Meknès,FACULTE,MEDECINE,L3,11.45,8.27,23.5,5,ELEVEE,NON,12.6,OUI,NON,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,MEDECINE,L2,9.72,13.65,10.3,7,FAIBLE,NON,5.8,OUI,OUI,NON,DIFFICULTE,1
Fès-Meknès,IUT,INFORMATIQUE,L1,13.61,12.84,31.6,4,ELEVEE,NON,7.1,NON,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,DROIT,L2,13.28,13.14,21.7,4,FAIBLE,NON,36.1,OUI,NON,NON,NORMALE,1
Marrakech-Safi,UNIVERSITE_PUBLIQUE,MEDECINE,L2,9.25,9.96,38.2,1,MOYENNE,NON,5.0,NON,NON,OUI,DIFFICULTE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,9.4,8.45,21.7,7,FAIBLE,OUI,27.2,OUI,OUI,NON,REDOUBLEMENT,1
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,L2,13.22,15.77,27.0,7,ELEVEE,OUI,2.5,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,FACULTE,MEDECINE,M2,16.17,16.68,30.0,1,MOYENNE,NON,30.4,OUI,NON,OUI,NORMALE,1
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,SCIENCES,M2,11.24,11.29,6.0,1,MOYENNE,OUI,10.8,OUI,NON,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,M1,12.32,13.31,14.8,5,ELEVEE,NON,12.8,OUI,OUI,NON,REDOUBLEMENT,0
