secteur_activite,region,age_demandeur,statut_professionnel,revenu_mensuel_mad,charges_mensuelles_mad,montant_demande_mad,duree_credit_mois,anciennete_professionnelle_annees,credits_existants,incidents_paiement_24_mois,ratio_endettement,type_garantie,type_credit,defaut_paiement
COMMERCE,Casablanca-Settat,50,SALARIE_CDI,4265,1587,23454,36,29,1,1,0.383,CAUTION,CONSOMMATION,1
SERVICES,Guelmim-Oued Noun,30,SALARIE_CDI,5043,1950,94543,36,8,2,0,0.292,HYPOTHEQUE,IMMOBILIER,0
INDUSTRIE,Souss-Massa,69,INDEPENDANT,5193,3295,43423,36,45,5,0,0.731,AUCUNE,IMMOBILIER,1
COMMERCE,Rabat-Salé-Kénitra,52,SALARIE_CDI,7938,4879,27627,120,27,5,3,0.643,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,45,FONCTIONNAIRE,15129,6980,54101,24,27,3,5,0.448,NANTISSEMENT,CONSOMMATION,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,73,SALARIE_CDI,15102,4412,46499,36,45,2,1,0.317,AUCUNE,CONSOMMATION,0
TECH,Marrakech-Safi,45,SALARIE_CDD,6504,3904,14064,120,25,4,0,0.585,NANTISSEMENT,IMMOBILIER,0
COMMERCE,Rabat-Salé-Kénitra,28,SALARIE_CDI,2962,697,50424,48,6,5,0,0.29,NANTISSEMENT,IMMOBILIER,0
TECH,Fès-Meknès,80,SALARIE_CDD,4793,975,65032,12,45,3,0,0.271,AUCUNE,PROFESSIONNEL,1
COMMERCE,Laâyoune-Sakia El Hamra,42,SALARIE_CDI,13834,4943,158035,120,16,3,0,0.436,AUCUNE,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,74,INDEPENDANT,8993,4430,34349,12,45,2,0,0.517,CAUTION,CONSOMMATION,1
COMMERCE,Marrakech-Safi,50,SALARIE_CDI,6905,1217,118852,120,30,5,1,0.182,AUCUNE,PROFESSIONNEL,0
SERVICES,Drâa-Tafilalet,33,SALARIE_CDI,6691,2050,27355,36,9,4,0,0.358,CAUTION,IMMOBILIER,0
SERVICES,Souss-Massa,41,SALARIE_CDI,5780,3133,185076,60,20,3,0,0.627,HYPOTHEQUE,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,75,RETRAITE,4714,2261,23945,60,45,5,5,0.467,AUCUNE,PROFESSIONNEL,1
TECH,Marrakech-Safi,77,FONCTIONNAIRE,20587,3958,56946,24,45,3,1,0.265,AUCUNE,AUTO,0
COMMERCE,Casablanca-Settat,26,FONCTIONNAIRE,17559,4406,44384,36,8,1,1,0.223,CAUTION,CONSOMMATION,0
SERVICES,Fès-Meknès,80,FONCTIONNAIRE,5598,2869,103037,12,45,4,0,0.473,NANTISSEMENT,PROFESSIONNEL,0
COMMERCE,Dakhla-Oued Ed-Dahab,71,INDEPENDANT,3680,767,93748,24,45,0,4,0.227,AUCUNE,PROFESSIONNEL,1
SERVICES,Oriental,58,SALARIE_CDI,8743,1354,17506,12,35,1,1,0.118,AUCUNE,CONSOMMATION,1
TECH,Casablanca-Settat,29,INDEPENDANT,7583,4901,28699,12,8,0,0,0.551,CAUTION,IMMOBILIER,1
TECH,Dakhla-Oued Ed-Dahab,54,INDEPENDANT,10750,4912,160883,36,30,0,1,0.447,NANTISSEMENT,AUTO,0
COMMERCE,Guelmim-Oued Noun,44,SALARIE_CDI,11903,4338,38924,84,25,5,0,0.485,NANTISSEMENT,PROFESSIONNEL,1
COMMERCE,Oriental,25,SALARIE_CDI,4786,2147,64200,36,7,0,5,0.356,CAUTION,CONSOMMATION,1
INDUSTRIE,Drâa-Tafilalet,79,FONCTIONNAIRE,14416,6993,17167,84,45,4,0,0.529,HYPOTHEQUE,IMMOBILIER,0
INDUSTRIE,Marrakech-Safi,56,SALARIE_CDI,6912,2749,30573,36,30,5,2,0.385,AUCUNE,CONSOMMATION,0
TECH,Béni Mellal-Khénifra,24,SALARIE_CDI,10653,5103,22113,60,0,4,2,0.444,AUCUNE,PROFESSIONNEL,1
TECH,Laâyoune-Sakia El Hamra,39,SALARIE_CDD,7204,3633,69438,48,21,1,0,0.462,AUCUNE,IMMOBILIER,1
COMMERCE,Souss-Massa,70,SALARIE_CDI,12273,2942,60859,84,45,0,4,0.245,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Casablanca-Settat,45,INDEPENDANT,2799,1013,85522,60,26,2,0,0.348,AUCUNE,PROFESSIONNEL,1
SERVICES,Guelmim-Oued Noun,49,SALARIE_CDD,11297,3415,16989,84,26,2,2,0.333,NANTISSEMENT,AUTO,1
SERVICES,Drâa-Tafilalet,26,FONCTIONNAIRE,5573,3058,53320,48,0,4,1,0.659,CAUTION,IMMOBILIER,1
SERVICES,Drâa-Tafilalet,24,SALARIE_CDD,8375,4480,36832,24,0,0,0,0.547,CAUTION,CONSOMMATION,1
INDUSTRIE,Béni Mellal-Khénifra,79,SALARIE_CDD,14187,7878,6560,12,45,4,0,0.525,NANTISSEMENT,PROFESSIONNEL,1
AGRICULTURE,Rabat-Salé-Kénitra,78,SALARIE_CDD,5645,2082,50223,84,45,4,0,0.388,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Rabat-Salé-Kénitra,24,INDEPENDANT,5261,2303,89716,24,4,1,1,0.406,AUCUNE,CONSOMMATION,0
SERVICES,Guelmim-Oued Noun,52,SALARIE_CDD,6854,3446,109046,12,31,2,0,0.48,AUCUNE,PROFESSIONNEL,0
SERVICES,Laâyoune-Sakia El Hamra,60,FONCTIONNAIRE,6662,2072,35428,36,34,4,0,0.277,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Casablanca-Settat,73,INDEPENDANT,5051,3227,64905,120,45,5,0,0.687,AUCUNE,PROFESSIONNEL,0
TECH,Oriental,53,FONCTIONNAIRE,8500,2884,53197,36,28,2,0,0.383,HYPOTHEQUE,PROFESSIONNEL,1
INDUSTRIE,Oriental,72,SALARIE_CDI,8701,3641,21331,48,45,4,0,0.41,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Tanger-Tétouan-Al Hoceïma,25,SALARIE_CDI,9980,5623,19387,48,0,3,0,0.49,HYPOTHEQUE,CONSOMMATION,0
TECH,Béni Mellal-Khénifra,18,FONCTIONNAIRE,5604,2934,35119,84,0,0,0,0.479,NANTISSEMENT,CONSOMMATION,0
SERVICES,Laâyoune-Sakia El Hamra,47,INDEPENDANT,5299,2124,30791,84,20,4,1,0.399,AUCUNE,CONSOMMATION,1
COMMERCE,Guelmim-Oued Noun,34,INDEPENDANT,7682,2721,38629,48,12,1,0,0.413,CAUTION,CONSOMMATION,1
AGRICULTURE,Rabat-Salé-Kénitra,65,FONCTIONNAIRE,7257,3400,27108,48,44,0,0,0.317,AUCUNE,CONSOMMATION,0
INDUSTRIE,Souss-Massa,39,SALARIE_CDI,7320,2693,42139,36,18,0,0,0.38,AUCUNE,PROFESSIONNEL,0
SERVICES,Dakhla-Oued Ed-Dahab,43,INDEPENDANT,5894,2629,17215,60,20,2,0,0.48,CAUTION,IMMOBILIER,0
AGRICULTURE,Marrakech-Safi,51,FONCTIONNAIRE,9400,5170,105501,60,24,1,0,0.585,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Laâyoune-Sakia El Hamra,78,RETRAITE,5302,1118,10158,24,45,2,1,0.247,AUCUNE,CONSOMMATION,0
COMMERCE,Souss-Massa,22,INDEPENDANT,7670,3825,34313,36,0,5,1,0.552,HYPOTHEQUE,PROFESSIONNEL,0
COMMERCE,Oriental,52,SALARIE_CDD,7060,1249,31492,84,32,0,0,0.166,NANTISSEMENT,CONSOMMATION,1
SERVICES,Fès-Meknès,42,FONCTIONNAIRE,7982,4127,33030,60,23,5,0,0.555,AUCUNE,CONSOMMATION,0
TECH,Dakhla-Oued Ed-Dahab,20,FONCTIONNAIRE,13813,3516,20115,84,0,1,2,0.162,AUCUNE,AUTO,1
COMMERCE,Oriental,69,SALARIE_CDI,4485,1779,12610,12,42,1,0,0.374,CAUTION,CONSOMMATION,0
SERVICES,Oriental,75,FONCTIONNAIRE,2763,783,42969,120,45,0,5,0.301,CAUTION,CONSOMMATION,1
COMMERCE,Souss-Massa,28,SALARIE_CDI,6202,1929,31463,84,5,1,0,0.286,HYPOTHEQUE,CONSOMMATION,1
AGRICULTURE,Rabat-Salé-Kénitra,65,SALARIE_CDI,4827,2241,47531,120,45,5,1,0.414,HYPOTHEQUE,CONSOMMATION,0
TECH,Guelmim-Oued Noun,62,INDEPENDANT,2500,914,11442,24,36,1,0,0.334,AUCUNE,PROFESSIONNEL,0
SERVICES,Fès-Meknès,62,SALARIE_CDD,17781,7002,120765,48,37,4,1,0.427,AUCUNE,PROFESSIONNEL,1
SERVICES,Marrakech-Safi,47,INDEPENDANT,10424,6770,34341,60,26,3,0,0.644,NANTISSEMENT,IMMOBILIER,0
AGRICULTURE,Guelmim-Oued Noun,38,SALARIE_CDD,10940,2306,5000,36,12,0,1,0.209,AUCUNE,IMMOBILIER,1
AGRICULTURE,Marrakech-Safi,22,INDEPENDANT,7126,2438,41446,84,2,2,3,0.362,CAUTION,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,20,INDEPENDANT,9792,4065,26099,12,0,0,0,0.429,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Souss-Massa,29,INDEPENDANT,6700,3731,16428,60,10,2,1,0.63,CAUTION,IMMOBILIER,0
COMMERCE,Guelmim-Oued Noun,51,SALARIE_CDD,11689,3404,86027,60,28,2,0,0.35,AUCUNE,PROFESSIONNEL,1
INDUSTRIE,Casablanca-Settat,26,RETRAITE,8823,3061,69620,48,1,0,0,0.368,CAUTION,AUTO,1
SERVICES,Guelmim-Oued Noun,61,SALARIE_CDD,7971,4469,46131,84,36,3,0,0.547,CAUTION,IMMOBILIER,1
SERVICES,Marrakech-Safi,57,INDEPENDANT,8246,3424,38327,48,30,1,1,0.483,CAUTION,CONSOMMATION,1
SERVICES,Laâyoune-Sakia El Hamra,39,SALARIE_CDD,15669,9057,51709,12,14,4,3,0.663,NANTISSEMENT,CONSOMMATION,1
TECH,Tanger-Tétouan-Al Hoceïma,23,SALARIE_CDI,8737,1592,12034,48,0,2,1,0.106,CAUTION,PROFESSIONNEL,0
SERVICES,Casablanca-Settat,50,FONCTIONNAIRE,5098,1496,41530,120,24,5,1,0.29,CAUTION,CONSOMMATION,1
SERVICES,Souss-Massa,69,SALARIE_CDD,9427,4043,86363,12,44,1,0,0.42,AUCUNE,IMMOBILIER,1
COMMERCE,Casablanca-Settat,42,SALARIE_CDI,10098,2131,75210,12,21,3,0,0.164,HYPOTHEQUE,AUTO,0
SERVICES,Fès-Meknès,68,SALARIE_CDD,7592,2968,17406,84,43,3,1,0.367,CAUTION,AUTO,1
SERVICES,Drâa-Tafilalet,36,SALARIE_CDI,7915,1257,41353,12,18,0,0,0.141,NANTISSEMENT,IMMOBILIER,1
COMMERCE,Oriental,23,RETRAITE,5015,2018,16548,120,3,0,3,0.457,AUCUNE,IMMOBILIER,1
INDUSTRIE,Drâa-Tafilalet,58,FONCTIONNAIRE,8465,5165,40536,48,36,1,2,0.541,AUCUNE,CONSOMMATION,1
COMMERCE,Laâyoune-Sakia El Hamra,73,SALARIE_CDI,4691,2928,21450,84,45,2,0,0.637,CAUTION,CONSOMMATION,0
AGRICULTURE,Souss-Massa,73,INDEPENDANT,7238,2241,19752,60,45,5,0,0.272,AUCUNE,CONSOMMATION,0
SERVICES,Oriental,78,FONCTIONNAIRE,5996,910,46662,120,45,4,0,0.214,CAUTION,IMMOBILIER,0
AGRICULTURE,Casablanca-Settat,24,INDEPENDANT,12611,7643,21850,120,0,1,0,0.612,AUCUNE,CONSOMMATION,0
AGRICULTURE,Fès-Meknès,20,FONCTIONNAIRE,16276,7057,20821,120,0,3,0,0.481,NANTISSEMENT,CONSOMMATION,0
TECH,Drâa-Tafilalet,53,SALARIE_CDI,4842,2132,46451,60,31,0,0,0.446,CAUTION,AUTO,0
COMMERCE,Casablanca-Settat,77,SALARIE_CDI,8086,4508,12874,36,45,5,2,0.477,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Tanger-Tétouan-Al Hoceïma,80,INDEPENDANT,7047,2443,28987,36,45,4,0,0.321,AUCUNE,IMMOBILIER,0
COMMERCE,Rabat-Salé-Kénitra,35,INDEPENDANT,9987,3596,12383,36,11,1,4,0.447,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Laâyoune-Sakia El Hamra,41,INDEPENDANT,8462,4872,14066,120,19,4,1,0.605,AUCUNE,CONSOMMATION,1
SERVICES,Oriental,59,SALARIE_CDI,6807,2694,82413,48,37,0,2,0.497,AUCUNE,IMMOBILIER,1
AGRICULTURE,Béni Mellal-Khénifra,75,INDEPENDANT,8452,4377,27134,12,45,1,0,0.596,CAUTION,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,29,SALARIE_CDD,7357,4433,21981,12,8,3,0,0.573,AUCUNE,CONSOMMATION,1
TECH,Marrakech-Safi,79,FONCTIONNAIRE,16566,5745,65885,48,45,3,0,0.282,AUCUNE,IMMOBILIER,0
INDUSTRIE,Casablanca-Settat,69,SALARIE_CDI,5670,3371,112555,12,45,1,3,0.651,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,22,INDEPENDANT,9099,2854,43310,60,0,3,2,0.366,NANTISSEMENT,CONSOMMATION,0
COMMERCE,Marrakech-Safi,71,RETRAITE,10192,6266,74199,12,45,0,0,0.617,CAUTION,IMMOBILIER,0
COMMERCE,Fès-Meknès,58,SALARIE_CDI,9871,2988,24683,60,37,0,0,0.23,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Fès-Meknès,79,INDEPENDANT,7087,1893,37725,48,45,0,0,0.241,AUCUNE,IMMOBILIER,0
INDUSTRIE,Guelmim-Oued Noun,31,FONCTIONNAIRE,14999,7656,36502,60,6,4,0,0.519,AUCUNE,CONSOMMATION,1
SERVICES,Fès-Meknès,80,SALARIE_CDI,3165,1934,45556,48,45,3,4,0.65,CAUTION,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,20,SALARIE_CDI,4953,2645,71342,36,0,1,1,0.485,AUCUNE,CONSOMMATION,0
INDUSTRIE,Dakhla-Oued Ed-Dahab,22,INDEPENDANT,10923,5681,12982,12,2,2,0,0.572,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Casablanca-Settat,46,SALARIE_CDI,5453,3471,19476,60,27,4,0,0.677,NANTISSEMENT,CONSOMMATION,1
SERVICES,Marrakech-Safi,59,SALARIE_CDI,5312,2277,25856,24,37,1,0,0.47,HYPOTHEQUE,PROFESSIONNEL,1
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,28,INDEPENDANT,6567,3900,18414,120,4,1,0,0.621,NANTISSEMENT,IMMOBILIER,0
INDUSTRIE,Casablanca-Settat,35,FONCTIONNAIRE,5690,959,42653,84,17,2,2,0.06,CAUTION,IMMOBILIER,0
COMMERCE,Laâyoune-Sakia El Hamra,42,INDEPENDANT,10793,2332,42283,120,24,1,1,0.232,CAUTION,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,25,FONCTIONNAIRE,12173,3478,37836,48,7,4,2,0.267,HYPOTHEQUE,PROFESSIONNEL,1
COMMERCE,Guelmim-Oued Noun,29,FONCTIONNAIRE,8432,5254,27395,120,11,5,2,0.652,AUCUNE,PROFESSIONNEL,1
AGRICULTURE,Rabat-Salé-Kénitra,27,INDEPENDANT,13024,3236,93287,84,5,1,2,0.169,AUCUNE,AUTO,0
INDUSTRIE,Oriental,78,SALARIE_CDI,4342,1483,42262,84,45,5,1,0.241,AUCUNE,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,76,SALARIE_CDI,8385,1407,32691,24,45,3,2,0.198,CAUTION,IMMOBILIER,0
SERVICES,Marrakech-Safi,57,FONCTIONNAIRE,14862,2810,38047,84,39,3,0,0.145,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Tanger-Tétouan-Al Hoceïma,61,RETRAITE,12576,5550,61147,60,43,5,0,0.335,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Laâyoune-Sakia El Hamra,26,SALARIE_CDD,15465,3076,42182,84,2,5,2,0.146,AUCUNE,CONSOMMATION,0
SERVICES,Fès-Meknès,21,RETRAITE,6213,3725,19832,24,0,0,0,0.591,AUCUNE,PROFESSIONNEL,1
COMMERCE,Guelmim-Oued Noun,41,INDEPENDANT,12243,7259,124740,24,22,0,0,0.649,CAUTION,IMMOBILIER,0
COMMERCE,Rabat-Salé-Kénitra,80,SALARIE_CDD,6687,3083,50180,120,45,3,1,0.463,AUCUNE,AUTO,0
TECH,Fès-Meknès,48,SALARIE_CDD,10592,3688,16213,36,28,3,1,0.319,AUCUNE,PROFESSIONNEL,0
COMMERCE,Béni Mellal-Khénifra,68,SALARIE_CDI,14616,8681,10187,120,45,4,0,0.581,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Souss-Massa,41,FONCTIONNAIRE,5668,2233,58816,24,22,1,1,0.432,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Oriental,37,SALARIE_CDI,3515,862,89751,36,16,2,0,0.273,AUCUNE,CONSOMMATION,0
SERVICES,Drâa-Tafilalet,69,SALARIE_CDD,18609,6008,49831,36,45,2,0,0.359,AUCUNE,CONSOMMATION,0
SERVICES,Casablanca-Settat,47,SALARIE_CDI,10094,3347,55764,24,24,4,4,0.419,CAUTION,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,64,RETRAITE,7722,3397,56755,36,42,3,0,0.442,HYPOTHEQUE,CONSOMMATION,0
AGRICULTURE,Laâyoune-Sakia El Hamra,63,SALARIE_CDD,7533,2641,36437,24,38,4,0,0.386,AUCUNE,AUTO,1
SERVICES,Guelmim-Oued Noun,63,SALARIE_CDD,3155,1764,11192,24,38,2,0,0.452,CAUTION,CONSOMMATION,0
COMMERCE,Fès-Meknès,60,SALARIE_CDD,8901,4123,22265,24,39,4,4,0.472,AUCUNE,AUTO,0
TECH,Tanger-Tétouan-Al Hoceïma,68,SALARIE_CDI,6382,1762,63335,36,42,0,0,0.209,AUCUNE,CONSOMMATION,0
TECH,Dakhla-Oued Ed-Dahab,47,SALARIE_CDD,8297,2913,54734,60,20,0,0,0.32,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Guelmim-Oued Noun,37,INDEPENDANT,8214,4202,31668,36,15,2,0,0.489,NANTISSEMENT,CONSOMMATION,0
COMMERCE,Dakhla-Oued Ed-Dahab,50,FONCTIONNAIRE,2500,678,24743,24,27,3,0,0.271,HYPOTHEQUE,PROFESSIONNEL,0
COMMERCE,Laâyoune-Sakia El Hamra,38,SALARIE_CDD,10102,1978,41015,120,16,1,0,0.167,AUCUNE,AUTO,1
TECH,Souss-Massa,20,INDEPENDANT,8822,4460,28561,24,0,1,0,0.486,HYPOTHEQUE,IMMOBILIER,1
SERVICES,Rabat-Salé-Kénitra,40,SALARIE_CDI,9372,3311,34349,60,21,3,0,0.386,HYPOTHEQUE,IMMOBILIER,1
AGRICULTURE,Marrakech-Safi,49,INDEPENDANT,7461,1583,39838,36,27,0,3,0.217,AUCUNE,PROFESSIONNEL,1
SERVICES,Fès-Meknès,50,SALARIE_CDI,8283,3228,21077,12,28,1,0,0.386,AUCUNE,CONSOMMATION,1
TECH,Laâyoune-Sakia El Hamra,39,INDEPENDANT,8758,3767,63579,84,12,2,2,0.43,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Fès-Meknès,63,RETRAITE,9167,1493,32361,12,37,3,4,0.151,NANTISSEMENT,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,35,INDEPENDANT,10037,5476,51088,12,12,0,2,0.595,CAUTION,CONSOMMATION,1
SERVICES,Laâyoune-Sakia El Hamra,58,SALARIE_CDI,9203,3642,37966,12,35,4,2,0.391,CAUTION,IMMOBILIER,1
INDUSTRIE,Rabat-Salé-Kénitra,34,FONCTIONNAIRE,18627,3032,106893,24,9,0,2,0.276,AUCUNE,IMMOBILIER,0
INDUSTRIE,Béni Mellal-Khénifra,80,INDEPENDANT,5845,3395,53106,36,45,2,0,0.604,HYPOTHEQUE,CONSOMMATION,1
SERVICES,Oriental,58,FONCTIONNAIRE,6845,3030,48306,12,35,5,0,0.48,AUCUNE,CONSOMMATION,0
INDUSTRIE,Dakhla-Oued Ed-Dahab,53,SALARIE_CDD,17358,10964,47094,24,31,5,0,0.616,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Souss-Massa,45,SALARIE_CDD,7559,2197,156183,12,19,5,1,0.318,CAUTION,CONSOMMATION,0
TECH,Oriental,65,SALARIE_CDI,12323,4391,35211,24,40,4,0,0.407,AUCUNE,PROFESSIONNEL,1
AGRICULTURE,Laâyoune-Sakia El Hamra,44,SALARIE_CDD,8613,4147,40731,24,19,1,0,0.492,CAUTION,AUTO,0
COMMERCE,Dakhla-Oued Ed-Dahab,68,SALARIE_CDI,7314,4440,39080,24,45,3,2,0.588,CAUTION,CONSOMMATION,0
SERVICES,Drâa-Tafilalet,28,FONCTIONNAIRE,12630,6891,9171,84,2,0,0,0.6,CAUTION,CONSOMMATION,0
INDUSTRIE,Drâa-Tafilalet,69,SALARIE_CDD,10232,4824,38759,12,45,5,2,0.569,CAUTION,CONSOMMATION,1
AGRICULTURE,Laâyoune-Sakia El Hamra,78,SALARIE_CDI,4063,2226,73968,120,45,2,1,0.473,AUCUNE,PROFESSIONNEL,0
SERVICES,Dakhla-Oued Ed-Dahab,33,SALARIE_CDI,8761,1730,52070,48,9,0,1,0.174,NANTISSEMENT,PROFESSIONNEL,0
INDUSTRIE,Drâa-Tafilalet,32,RETRAITE,5178,2652,104584,24,9,0,0,0.51,HYPOTHEQUE,CONSOMMATION,0
AGRICULTURE,Fès-Meknès,78,FONCTIONNAIRE,14357,6307,62937,24,45,0,0,0.421,HYPOTHEQUE,CONSOMMATION,0
AGRICULTURE,Béni Mellal-Khénifra,43,FONCTIONNAIRE,17839,5122,51608,24,20,2,1,0.284,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Marrakech-Safi,61,INDEPENDANT,18832,5071,67656,84,35,1,2,0.219,CAUTION,PROFESSIONNEL,0
COMMERCE,Oriental,29,FONCTIONNAIRE,9517,2799,46879,24,8,4,2,0.341,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Souss-Massa,44,SALARIE_CDD,6583,1392,29839,48,24,4,2,0.213,HYPOTHEQUE,IMMOBILIER,0
TECH,Dakhla-Oued Ed-Dahab,62,FONCTIONNAIRE,9366,2685,33191,12,42,1,0,0.299,CAUTION,CONSOMMATION,1
SERVICES,Oriental,74,SALARIE_CDI,5309,985,6849,48,45,0,1,0.171,CAUTION,PROFESSIONNEL,0
SERVICES,Dakhla-Oued Ed-Dahab,45,FONCTIONNAIRE,23283,11324,110918,84,19,4,1,0.452,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Guelmim-Oued Noun,22,SALARIE_CDI,13870,5633,31609,84,0,0,0,0.373,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Laâyoune-Sakia El Hamra,44,INDEPENDANT,9293,1987,17493,48,24,5,0,0.294,HYPOTHEQUE,PROFESSIONNEL,1
COMMERCE,Marrakech-Safi,58,FONCTIONNAIRE,12691,6328,28101,24,36,1,0,0.449,CAUTION,AUTO,1
INDUSTRIE,Guelmim-Oued Noun,73,SALARIE_CDI,6495,1552,124244,36,45,0,1,0.219,CAUTION,CONSOMMATION,0
AGRICULTURE,Fès-Meknès,70,FONCTIONNAIRE,4922,1956,38189,36,45,4,3,0.307,AUCUNE,CONSOMMATION,1
TECH,Oriental,65,SALARIE_CDI,2993,1826,43472,24,43,3,3,0.634,CAUTION,IMMOBILIER,0
COMMERCE,Souss-Massa,28,SALARIE_CDD,8412,4462,156426,60,4,5,0,0.575,HYPOTHEQUE,CONSOMMATION,1
TECH,Fès-Meknès,50,INDEPENDANT,7379,3262,65173,24,27,0,1,0.354,AUCUNE,AUTO,0
SERVICES,Dakhla-Oued Ed-Dahab,54,INDEPENDANT,10236,4529,29681,120,36,2,1,0.406,AUCUNE,CONSOMMATION,0
COMMERCE,Laâyoune-Sakia El Hamra,47,INDEPENDANT,8151,1484,11049,12,20,3,1,0.142,HYPOTHEQUE,PROFESSIONNEL,0
SERVICES,Oriental,76,SALARIE_CDD,10029,3646,56801,60,45,1,0,0.346,AUCUNE,CONSOMMATION,1
TECH,Casablanca-Settat,78,SALARIE_CDD,11672,3543,22590,60,45,0,0,0.331,AUCUNE,IMMOBILIER,0
TECH,Marrakech-Safi,31,SALARIE_CDI,4200,1627,57638,60,9,0,0,0.386,CAUTION,CONSOMMATION,0
AGRICULTURE,Marrakech-Safi,78,FONCTIONNAIRE,11980,7496,35110,60,45,2,2,0.626,HYPOTHEQUE,PROFESSIONNEL,1
TECH,Dakhla-Oued Ed-Dahab,71,FONCTIONNAIRE,6748,3666,48346,48,45,3,2,0.472,AUCUNE,IMMOBILIER,1
AGRICULTURE,Tanger-Tétouan-Al Hoceïma,62,SALARIE_CDI,10228,4654,67989,12,42,2,1,0.453,CAUTION,IMMOBILIER,0
SERVICES,Casablanca-Settat,42,SALARIE_CDI,12836,6448,10824,60,23,3,0,0.55,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Béni Mellal-Khénifra,65,SALARIE_CDI,12876,6635,39740,24,45,5,1,0.521,AUCUNE,CONSOMMATION,0
COMMERCE,Dakhla-Oued Ed-Dahab,54,SALARIE_CDI,8588,3248,35856,24,28,0,3,0.278,AUCUNE,CONSOMMATION,0
INDUSTRIE,Oriental,74,SALARIE_CDI,8781,5121,44425,84,45,1,0,0.647,NANTISSEMENT,IMMOBILIER,0
COMMERCE,Souss-Massa,62,SALARIE_CDD,12105,5552,51693,12,38,3,2,0.526,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Marrakech-Safi,78,SALARIE_CDD,4124,2140,40393,48,45,0,0,0.547,CAUTION,CONSOMMATION,1
INDUSTRIE,Laâyoune-Sakia El Hamra,44,SALARIE_CDD,5281,821,23075,36,26,2,4,0.202,NANTISSEMENT,AUTO,0
SERVICES,Rabat-Salé-Kénitra,23,SALARIE_CDI,7146,2994,16472,24,4,0,4,0.443,AUCUNE,CONSOMMATION,1
SERVICES,Dakhla-Oued Ed-Dahab,48,FONCTIONNAIRE,4448,1477,11951,120,22,0,5,0.365,AUCUNE,CONSOMMATION,1
COMMERCE,Marrakech-Safi,80,INDEPENDANT,7170,1274,39489,60,45,0,0,0.149,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Rabat-Salé-Kénitra,59,SALARIE_CDI,6996,3310,52507,48,36,0,2,0.513,AUCUNE,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,62,SALARIE_CDI,8427,5177,28584,84,41,3,0,0.502,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Casablanca-Settat,57,FONCTIONNAIRE,7898,4078,64959,36,34,3,0,0.508,AUCUNE,PROFESSIONNEL,1
INDUSTRIE,Casablanca-Settat,55,SALARIE_CDI,13111,2490,33519,36,37,5,0,0.236,CAUTION,PROFESSIONNEL,0
COMMERCE,Marrakech-Safi,21,SALARIE_CDI,10487,1870,34203,12,0,5,2,0.252,AUCUNE,IMMOBILIER,1
SERVICES,Drâa-Tafilalet,44,SALARIE_CDD,7848,2531,13270,84,19,3,0,0.343,CAUTION,AUTO,0
TECH,Guelmim-Oued Noun,23,SALARIE_CDD,6975,1878,26626,120,0,5,0,0.329,HYPOTHEQUE,CONSOMMATION,0
